text,sentiment
sick sick sick this sucks i cant even breathe properly,negative
adding names to my twitter account and learning how to use this amazing thing,positive
 ooh thats an early start  ive got bed planned for that timehaloveyoujonesy ,positive
 its allright pastor jiayou for the book,neutral
booo my best friend is leavin for the weekend what ever will i do without her,negative
oh my god oh my god oh my god new supernatural starts tonight  new sam and dean oh my god cant breathe  3 3,positive
is never around for the sl100 quiz   i want water park tickets waaaa,neutral
 hey did his wife die i am really confused i hadnt been on his myspace in a little while but i just read his twit,negative
i am kind of excited to go to school today i dont know why hopefully it will be a good day,positive
 doing a rainbow and unicorn film then  48hours,neutral
i keep reading contracts as cataracts someone should bring me panera,neutral
guess who has internet at her house raises hand and its not dial up,neutral
my friend has cancelled on me for tomorrow now i have nothing to dothis makes me sad  xxxxxx,negative
ugh but i n33d t0g0 bad,negative
 are yall coming out today we could go to the graveyard  hoorayy,positive
my hair wont turn whiiite,neutral
 unfortunately im not drunk enough lol and have no money to get drunk  i have had alot though as u can imagine haha,negative
 yeah prbly pickin up songs for singstar havent checked the last few store updates and dunno that cranberries song,neutral
tonight was a very bad night,negative
 bristols is the ish i love their brunch on sundays ruth chris is good too but i got sick there once,neutral
all moms in the world congratulations,positive
 but better hurry so you wouldnt be labeled as copycats,positive
is sooooo hungry right now shouldve eaten before this wedding,negative
 welcome to twitter my friend,positive
at    happy mothers dayyy deniseee 3,positive
ben  jerrys fail got email for free ice cream says click here to redeem coupon when i click i get error message  ,negative
has anyone else seen this the  dm notification email says reply on we web i am all for cool accents but its weird online,negative
yayayyayayay toy story 3 is coming out june 18 2010 though,positive
 im straining to hear but its very hard from all the way over here,negative
 awwwh u stuck in traffic  booo,negative
 fear not you deserve alot you care for animals  ill get some food dont worry,positive
living it up at empire hotelfree bottle service it rocks having connections,positive
google wave presentation httpbitly2ehfov  im not very impressed its nice but its not really for me,neutral
 same to you bud kudos on your hardcore gym training its a great lifechanging experience keep it up,positive
     brief interruption brb goodnight if i dont catch u again later gotta ck something,positive
i still miss him and i dont think hes coming back,negative
 dude was that you in the new star trek burger king commercial bud light and burger king so proud of u man,positive
mad as hell someone stole my pink  black leapord print pumps i wanted to wear today  but to god be the glory hell bless me abundantly,negative
 you didnt include taylor in the follow friday,neutral
i got the new silverstein cd aha its amazing  i highly recomend it,positive
chris came over for exactly one hour  i moped around after he left and ended up falling asleep,neutral
im a bum today,neutral
went to the cd store to search for the cd but,neutral
 a big welcome to twitterlandz grrl really wish i could have made it to the bettie show  glad to hear it was a success,positive
 is listening the  out of lamb of god,neutral
spilled chocolate milk in my car,negative
 my hubby  promised job promotion so we didnt move signed a new lease n they withdrew the promotion,neutral
 plus i just deposited tax return cheque but for first time in 7 years it didnt clear immediately,negative
love getting gifts in the mail from my very wonderful friends back home how i miss myrtle beach so much a little homesick today,neutral
tomorrow is going to be sooo awkward  embarassing lights  sounds last night was awesome,neutral
still feeling weird about my ex and her engagement  my mom made things worse  i dont even want her but its still odd,negative
a band from hawaii with a sublime sound so all you sublime haters can just move along   httpblipfm5yy4n,neutral
hockey was so fukinãââ½ good   you hole xd,neutral
 shop smart  shop s mart,positive
 yes thats what i meant i dont have anything to turn it into hirigana though,neutral
 that is incredibly sweet what a good hubby,positive
 caught tweets on it and got home in time for the last 5 mins of the itv2 show bgt out tonight too so will miss it again,negative
off to lunch with all the people from aikido,neutral
 too bad i cant come  enjoy urself tho,neutral
watching et today  3 supposed to have a clip from new moon  hating drag me to hell,neutral
oh my god i literally drove in rain that was so hard that i couldnt see in front of me im shaking,negative
 me to mi sausage,neutral
got a sniffle got the kids and hubby just left to work in sydney for the weekend boo hoo,neutral
 house probably resembling your kind of heaven no  maybe ciarans angels have moved in with you hence inability to locate,neutral
 good to hear several of my peeps are working tonight,positive
 i hope so too  how are you,positive
actually i think ill be more upset if i lost my data for cake mania 3 i was pretty far into the game,neutral
booup dlp is sold out for 830,neutral
just saw star trek it was amazing seriously so good the entire cast was excellent spock and kirk especially  i want to see it again,positive
 aww  but we miss you here in the usa,negative
its seriously quiet and lonely here without bunny,negative
rotc brought a climbing wall to work for coworkers to try and climb if they wanted  i forgot my climbing shoes at home today,neutral
ok break over back to the books have fun lovelies   httpblipfm5z8da,positive
downing a glass of ginger ale and then relishing an early evening in bed with because i said so on lifetime,neutral
watching fireworks off the bay bridge,neutral
_x yepp  do you like dylan or cole better,neutral
still freakin out about missing the game  jonasnewsongs,negative
 yeah its still totally in the high 60s here soooo notlooking forward to aug and sept up here,neutral
dang  i left my rolandos dinner leftovers at home i knew i should have put them in the shop fridge last night before we left downtown,neutral
 no worries,positive
so sad im going to miss seeing pennywise again this year,negative
 haha thanks shannon  3 out of 5 boats got first,positive
 if youre watching thisi love you i almost died but nowshe means nothing,neutral
woke up an hour early just to study for        a test,neutral
 they open at 9 am   and i hope to be there shortly after that   no guarantees for me though,neutral
is at work  boo  the pinups will be playing at uncommon ground wednesday night at 9 pm 1401 w devon ave chicago 60660,neutral
has just got out the shower,neutral
hes back meeting him in 40 mins,neutral
 even ie8 would be better,positive
 it is pinkwind is a thing from vanessas dad and my sister made me that sn in the 4th grade,neutral
i cant change my profile picture on facebook,neutral
 she lookd soo freaked outpoor wee thing,negative
omgoodness finally back from dinner with the fam bam,positive
was just about to try and  dl the sims 3 but realize my pc dont meet the standard requirements  i need new pc lol,neutral
is happy  and clean squeaky clean,positive
dont chase me  shea fisher download it,neutral
hmmwhilst walking through the city i received an inviataion into an suv limo via some prom fellows dont they have dates oh boys,neutral
sickkk its been two days since summer started and it suck already,negative
at an 80s retro prom wishing he was here to dance with  im gonna miss his great dancing 2nite  but still having a blast  a few drinks,neutral
why i chose iphone   httptrimkpae,neutral
i got in a fight with ryan now hes like crying and im just dead inside sigggh,negative
adams morgannnn for jumbo slice,neutral
_bloody_poet whats the matter,neutral
 has a name label on his picture too i just hadnt added it in when i took this httpwwwtwitpiccom4hap4 picture,neutral
  still need to see that movie  i am all about vampires,neutral
have a happy friday and weekend everyone  tgif for me is nothing,positive
 yeah ive seen that before funny   hey honey jill just sent me a  in a box,neutral
  jt on snl tonight,neutral
studio ghibli for this year ponyo httpbitlywhar8 as always it seems to be perfect  well be waiting till august for it,positive
is going to sleep tomorrow exam review,neutral
brian cat still hasnt shown upi feel sad and sick im afraid hes been eaten by something    it doesnt look  good,negative
missing nate more than usual tonight,negative
anyone got an ffe account if so add me,neutral
 ill be one of your groovy guys any time shortie short  photofollows,neutral
birthday tomorrow doing jack  all weekend,negative
how come i can never sleep past not good,negative
just snuck out my window now im laying on my roof looking at the stars its a nice night out tonight,positive
i just downloaded a ton of stunning beautiful wallpapers from wwwinterfaceliftcom  go have a look,positive
this one goes out to jimmy fallon and justin timberlakedoin their gibb bros show on snl   httpblipfm5z1vd,neutral
to be really really not bored but bad i wont know the news  but thats ok brb x,neutral
cannot relaxing because she have to practice for her graduation,neutral
patchouli oil  incense had a surge in popularity in the 1960s  1970s mostly among devotees of the free love  hippie lifestyles,positive
hi  godd day eweryone im in a reel good mood to day,positive
whoo bgt i really must multitask and do my art work at the same time though back at college on monday,neutral
_ according to mick jagger hindu ragas are more sfs sort of music,neutral
 it takes a big man to type a sad tweet like that,negative
 better than throwing them out,neutral
 i was going to but im stuck with it as i seem to have misplaced my remote  its extra bad tonight as well ,negative
 big thanks melody  gotta love that sunshinelots of vit d,positive
i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink i love you kay thanks a heap  i win olivia,positive
hey lets follow each other wouldnt that just be awesome,positive
 loving the shoes perez looking fine as always  ohand lady gaga what can i say outstanding,positive
this eveningpicking up npop and go for dinner at ta lum tum tum somtummajor avenuedecided to go homenot clubing tonite,neutral
paper writing til my hearts content,neutral
 awww such a sweetie hope your mom has a wonderful mothers day too,positive
 yeah dude mike is out,neutral
 its a great movie  my best is the welsh flatmate,positive
 i got a headache because of all the hard work today still not ready with a heineken trying to finished up,negative
rachel is going to have lunch at baixa and has a lot of stuffs to do wanna come ,neutral
just got to the gym but wno energy,neutral
 im sad i cant go it makes me sad,negative
 same was going to try warm milk but im lactose intolerant  haha,neutral
is my picture showing,neutral
about to take my mum out for jewellery shopping and a coffee for mothers day,neutral
so who is in for bring at hk lounge tomorrow  12 all you can drink till 5pm then kareoke i think it will be a nice sunday,positive
 oh  i completely forgot about thirsty thursday oh my gaga this sucks,negative
i wanna feel my chin,neutral
 i do but is just a haul vidphoto slideshow only i only do it for fun  httpwwwyoutubecomeyezaddiction,positive
feeling so great,positive
ahhhhhhhhi cant get miley to notice me,negative
coffee brewing on this musicmonday morning im listening to the fray heres to a good week,positive
i wanna be  jet in the mirage     couldnt get to hawaii either   someday much love to the_wockeez and supercr3w,positive
just finished yet another amazing book by susan elizabeth philips  god i love her books so much which one to read next hmmm,positive
_o_c im seriously screwed  i havent studied at all ,negative
well being a retired drummer i can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,neutral
being new to twitter,neutral
tired as heck i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work,negative
is surfin,neutral
 did you see star trek now i cant sleeptoo much action cant wind down,neutral
i got a freakin macbook hoorayyy but i freakin deleted phootbooth,neutral
ok over exagerrated twitter is not to bad i guess,neutral
 happy mothers day  tell ur mom thats she an awesome madre  such a great example to the archuleta familia,positive
 good morning to you however its night time for me so i am off to bed hugs have a great day,positive
but i do know is that i am extremely happy with him and wouldnt change him for the world and dont want anybody else,positive
getting the fab portraits ready to upload today,positive
 you have dsl welcome to 2009,positive
missing my mom today we made it a date every year to get our flowers together this yr i was alone felt so weird,negative
its too hot in my room i wanna go swimming,negative
 weve got a pool still boxed up because i need to level a suitable patch of ground before we can set it up,neutral
 httptwitpiccom4so0u  ooo i wish i was her  hes hot,positive
 i have a new found respect for you now that i know you know the konami code,neutral
 at work at the mo and its so sunny here today   off to see a band tonight,neutral
 ace  the exams,neutral
its sooo hot 2day put a ton of sunblock on before jogging still think my face burnt though,negative
 my name is jason but sunshine works too,neutral
 took my forum access away   fail,negative
lied last weekend when she said she wouldnt get upset just an fyi,neutral
 hahaha guess you will have to reinforce your skates haha remember who u r my friend our semigod with a gluten intolence,positive
 yeah i want to know what that is too,neutral
the day goes on and oni think im gonna write a song about it still thinking itãââ½s impossible for me to get a true friend  why,negative
omg i meant  3 youre the perfect wolverinesir  hehe,positive
hanging out with my babyy,neutral
 not yet too early in the am,neutral
_tron oh god whose tire,neutral
i am the only arabic girl whos online  every one is  a sleep ,neutral
i ate something i dont know what it is why do i keep telling things about food,neutral
good morning iãââ½m soooo tierd,neutral
_n where can i get some,neutral
  just wanna be there tonight,neutral
its only 1030 and i am going to bed brain cant focus at all need a fresh new start i pray that god grants me a fresh tomorrow,neutral
 very well nothing flash  but different to chocolate 4 a change good 2 meet u yesterday  gr8 atmosphere  discussion,positive
i took my antibiotics and i still feel like ,negative
how can you guys lived in a city pariswhere u spend you entire life in the trafficjamgrrrr m not used to it anymore,neutral
nomore adventure time,negative
happy bank holiday monday tweeteramas ill be spending the day doing yoga and having ocd attacks you,positive
lauras gone for the weekend i miss her already,negative
had nutella croissantmangomeloncoffee and a lovely stalk of iris for breakfast in bed courtesy of n  have the house to myself til noon,positive
whuuurrrrr  glands really swollen now guess the weekends a blow out,negative
all my spare time seems twill be spent doing homework this weekend,neutral
lazzzzzzzzzzzzzzzy monday  bank holiday  nicole why havent u direct msged me yet ,negative
yummy yumcha for mothers day with mum dad arcel and eggpants  yuuuuuum  httptwitpiccom4w65x,positive
5 things this twitterer could do without  httpmikefrizzicomblogp192 src   i like this guy,positive
i wanna be at bea as well   bea09,neutral
 lol catch me if u can,neutral
stupid wireless,negative
 hahaah crys you blowing the fuses is a typical move,negative
spirit week tuesday have to be in make up by eight so i can die later school wednesday and thursday then finally sleep in on friday,negative
httptwitpiccom66nbd  ready for our 3d jonas brothers experience real brothers not included,neutral
has a saw thumb from playing virtua tennis,neutral
 were off  im sorry parents coming in around 1011 gonna eat with them then househunt in richardson raaaain cheeeck,negative
just saw a dooope bmw 6 series parked with the top backto bad it was raining,negative
laundry time and lots of it,neutral
 ha ha no will be thankful i am not dragging them up a mountain today,positive
had a great time with mpix shootout just great  thanks mpix,positive
weather is lovely im headed home via supermarket planning to spend some quality time knitting tonight,positive
sad ending to the softball season,negative
women in science  technology conference in la jolla  what an interesting day  met some really great people,positive
_ well their not gonna fit her in with this big long advertisement,neutral
musem equaled fail hall of  life was closed cause of construction,negative
just joined a twibe visit httptwibescomspinning to join  not a spinner myself but do know and respect spinners   need coffee,positive
httptwitpiccom66ymw im gonna miss these guys so much  thanks for making the 5 years at senior school amazing,positive
_freya good night,positive
if this rain doesnt go away im staying in bed all week til mommy gets here,neutral
 very much enjoyed your whats in a name article,positive
 yeahh,neutral
4 hours till mothers day party  yeah,positive
 arrr bummer  who do you want to win,neutral
eating my roommates cereal sorry bro,negative
 good news about the tooth,positive
 yeah im behind on my classic cinema calendarmaking i havent had time to go see any anyway,negative
aww the little girl on britains got talent  i actually love ant n dec  oh an simon cowell ,positive
is done with classes for her freshman year,neutral
 it was amazing but due to time constraints could only visit the meadows and pine forest shall post images later,positive
  httptwittercomfriendspage20 press previous on that page,neutral
 whats wrong with drphil i shamefully loved his show when i was able to watch it,neutral
love me love me say that you love me,positive
why didnt my favorite spotters last tweet go to my phone,neutral
    eeek your coming im soo excited to see you on thursday,positive
__ thanks its so annoying,neutral
i am tired of my phone walkman works like a charm but l need better video and wap really thanks for yesterday and for buying my album,neutral
i have the biggest crush on pink but she doesnt know im alive,neutral
happy mothers day everyone,positive
emergency radio for iphone is awesome listening to johnson county sheriffs live scanner stream,positive
 thanks so much for the belated followfriday shout out payingitforward,positive
mommas day is may 10th dont forget to do something nice for your mommyyy,positive
  brah u not happy,negative
 hah ima knock on wood but my pc has never crashed yetnor my laptop  but then im careful with stuff so maybe thats y,positive
is in history,neutral
 happy birthdayyy hope you have an awesome day didnt see you at next last night,positive
 an oprah guest if ever i saw one  httptinyurlcomd39x4n,neutral
 haha i shaved all my facial hair off except for my moustache cause i thought it would be cool but it made me look gross,neutral
new deleriums music video httptrimkpu3 mixed by tiesto i guess bill leeb finally forgot his musics roots,neutral
 we are at alexander just had a 3 course dinner and i am wearing someone elses red wine,neutral
nice days like this make me miss alki,neutral
_fizz hes really not into new people  i dunno em but he said hed try,neutral
at the  concert i hope  makes a guest appearance,neutral
 arent we though lol hes at work now and i miss him  blah wut cha up to,negative
 i keep trying to invite  out but i think shes afraid of me,negative
 thanks for the followfriday as you can see us south africans were on holiday on fri,positive
ahhh u know what really sucks i sprained my toe ouch,negative
july,neutral
 which denomination im at the library and everythings blocked,negative
emoticons by christian    httptwitpiccom66riq,neutral
 good luck at the services tomorrow i wish i could see you guys on your vacation,positive
 hey sorry i got off last night,negative
 yo thomas thanks for the follow  social media director at disney thats awesome id like to learn more lets do lunch,positive
gosh i miss singers theater  i miss learning music doing acting exercises n i especially miss being onstage,negative
good episode of top gear tonight,positive
awhile ago it freaking hot now its wet  turn off,negative
 its not sad to tweet is to twitter not someone misspronouncing a word kto make it fit a card  i would have tweeted it,neutral
 ta babe you know me i do love your curried,positive
 nooooo dont you dare lol  im gonna cry  i 3 your hair,neutral
not found the thing i was looking for,neutral
 so sad i have to pay 60,negative
 i made a vid for you proving my skills that you denied but my step dad said hed disown me if i posted it    sowey,negative
 aww you are so helpful  we getting sweepy here sis says we can have whipped cream before bed  i save u some,positive
perth  ford  falcon  1997  3500   new ad received and will be posted on the hcc site soon,neutral
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday,negative
monday morning bathing  soooo relaxing if i was a lady of luxury i would start every day like this,positive
my msn crashes way too much  hmph,negative
im so angry right now  today im not doind nothing and all my classmates yes  i think i will stay with my friend mrcomputer  hope not,negative
at social  just saw g1 awwww,positive
hey thanks for the follow  ,positive
enjoyed star trek more please,positive
639 baby god its sad really  oh well lifes a partaaay xxxxxxxxxx,neutral
i cant sleep this is so darn frustrating,negative
 i dont want to be a complete hypocrite  i attended an rrated event while i was there  the timing was just ironic,negative
hey dont write yourself off yet little girl youre in the middle of the ride,neutral
 httptwitpiccom4wptj one of my prized magsbookannuals dunno if any others were published prolly should google it,neutral
i have been awarded my first ever credit card,positive
 tts ridiculously sweet of you,positive
 so sorry to hear that,negative
 hey that is pretty good sucking up  my daughter is exactly the same  glad to see i am not alone   good luck mom,positive
 lester  guessed her  yesterday  you can think of something  no cop outs now,neutral
starting the accounts for this year,neutral
says happy mothers day to all the moms out there,positive
 yay me  but what in particular,neutral
 i have to work  but ill just watch it later even though its not the same,neutral
 oh final msg  why didnt you review my boardgame bookchaseãââ½ when you were on telly we didnt even get a nice letter,negative
staying afterschool today  not that i have any friends on here  but if i did  id tell em to text me  lol  likin us 3 ,positive
wide awake scoffed 34s of a pizza and feel like a sumo  such a weak day run tomorrow,neutral
 then ill post it,neutral
 it is my honor,positive
man i am being boring today not tweeting  how are you guys,negative
 yes its the twins  so i wontt be watching,neutral
cut my thumb with the saw in small metals   again,negative
is loving mortal combat right now,positive
had sbarro for dinner and krispy kreme for dessert mmmmm but so not very healthy,negative
now im depressed againugh help,negative
my spellingis awful on twiiter,negative
snowbear has finally come outcongrats che and warren,positive
oh no she stopped,neutral
start of diet today  i think i have to face i will never get back down to 77kilos unless i cut a leg offãââ½,negative
mmm pizza for dinner yum but i burnt my mouth though ,positive
screw the fact you cant post long updates on twitter,negative
 awake at 2 am   i hate sickness,negative
 beat dont understand,neutral
inspired to blog about something inspirational haha,positive
happy mothers day to everyones mothers motherstobe grandmothers great grandmothersall the women i salute you all,positive
hailthunder storm here the power keeps on going on then off it sucks,negative
at tweetup loc but dont recognize anyone  am outside in turquoise shirt please see me g4c09,neutral
 awwww yur a awesome mother keep up the good work,positive
pissed that my bluetooth headsets battery out lasted my cells battery gg moto q,negative
  please dont get me watching bb too,neutral
ayy fml nothing is perfect,negative
the day started so wonderful but now our kids our crying because our kitty is missing  we just got back from posting signs around,neutral
 i love dawn chorus noisier the better miss church bells toocrazy i knowwas going for a cycle with a friendnot now,neutral
not sure where the real state market is moving  confused either hold or go ahead with the plans,neutral
 i know how annoying that can be  but theres a german sayingpleasant anticipation is the greatest pleasureown translation,neutral
 if i have 5000 friend requests tomorrow im blaming you  nite,negative
namaste hooray for monday undaunted by a 3am wakeup i consider it is 9am in london and feel justified bright side to everything,positive
listening to busted  3am i miss them,negative
 great idea,positive
i want to sleep xd  but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,positive
would some one plese suggest me a great thriller movie,positive
 my dennys shut down in the winter  i have to do 50 miles to get to one now,neutral
 yes i think so unless it changed  i sent u a happy mothers day text but u never responded back,negative
one of my kits has just brought in a mouse  is eating it in the lobby im sure i feed them enough,neutral
_fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  its still messy,negative
 i didddd i met them again,neutral
 it is so unfair that all the good rock shows happen only in blore and pune,positive
 knackered been awake since 5 as couldnt sleep just started work now coffee and toast sounds awesome  chris has been busy,positive
i dont care about netsexor cams or the route to heaven however lobster sounds super good  im almost tempted to go get some,positive
nevermind beyonce doesnt have a twitter  haha,positive
_claire lol  i will buy u some big star wars pants 4 xmas ,neutral
 dont ever turn off the part of your brain that talks  thats where fun comes from,positive
 no he sabido nada de ti this is making me a bit sad i must say,negative
i missed the math trade,negative
down in wellington for the monet exhibition casually just bumped into wayne brady in our hotel lobby  mega exciting,positive
in bed with 2 girls,neutral
 me too,neutral
_queen like it,positive
 i think your blog shouldve been on the list,neutral
i am going to die tomorrow night   should be here,negative
_08 hell yeah i missed u last nite  lol do u like my opinion,neutral
 nooooo  working this weekend,negative
 pair it up with fringe on tuesday that smells like a win imo as well,neutral
last scheduled corn dog oc shift,neutral
finally finished exams  home not watch otalia  the pbp on bpd  no otalia today  hmm via httptwibescop,neutral
getting ready for the day out then work till close,neutral
justin timberlake and andy samberg do it again mother lover skit on snl was great,positive
i want you to text me first everyday not me,neutral
 yeahh  those two times weve stood next to each other were special times,neutral
thought id tanned after an hour in the sun i was wrongive just burnt,negative
 that songs on tays vid  katy perry,neutral
 i work for disneynot all its cracked up ta be,negative
wtf rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,negative
 broken  i cant c it,negative
  httpbitlysjnax if he is saying something i dont fully understand please let me know,neutral
not sure why i cant get tweetdeck to work on my computer want to know what all of the hype is about,neutral
 mega burguer was my lunch yesterday,neutral
whoooooo im gettin extra hours today    afterwards im gonna see if i can get some marigolds for my mum ,neutral
bored cold tired lethargic feeling man great holiday monday,neutral
 you might also want to include never wear a moonwolf to that,neutral
 when i go to the ticketmaster site it says no lisa williams events to be found,neutral
hey guys y did the sun make my day gloomy,negative
texting my friends and being bored   gosh i hate rain,negative
my replacement iron ring arrived  its shiny  and a bit more jagged than the original,neutral
shopping,neutral
 yup its working they couldnt recover anything on it though,negative
rearry rip youd never guess what i ate,negative
  well i was following you because i think your interesting  and i was right,positive
id love too see you were it ,positive
_andersen thank you eric  glad u appreciate that,positive
18 hours to workcry i cant survive   weeelcome to my wonderland sing along,negative
anyone have tickets to the mtv movie awards some guy scammed me,negative
beyonce helps me through the day im starting to get sick,neutral
fine ill get myself some miso soup down the street,neutral
nothing to do this evening missing lifestory,negative
awesome i just ruined all my white clothes i never remember to separate,neutral
its weird waking up in my own bed slightly comforting but i miss the group but im loving using my own pillow again,neutral
 if i skipped that could get messy   rofl,neutral
being a computer geek is entertaining i think,positive
  i miss you,negative
 thats a good sentence,positive
 d but it is making people unhappy and i dun like unhappiness,negative
oh god i had to look at how to use twitter how hopeless is that,negative
studying for this  econ test,negative
 no problem i think its a great thing to reflect on,positive
 yeahi hope it turns out 20 more minutes,neutral
 i will have to see the unveiling of your new lr arrangement  is there an official event planned,neutral
iamkiara__  im so sick  i fell over last night outside coz i was putting something in the bin,negative
 i hear you i cant think of a layout either  lol ive been trying for i dont know how long,neutral
yay got the internet on my itouch working,neutral
 nice elise rolled out  thas wassup have fun ladies,positive
 have a safe ride up the coast dont be going 90 even though you can  when its windy just smile cuz u know u have it better,positive
sleeptake twothis better work,positive
have to wear my glasses today cos my right eye is swollen and i dont know why,negative
i lafff the rain,neutral
i love my boy  he makes me so happy and looks his sexiest in plain black boxers p,positive
 grrrrrrrrrrrrrr ive barely read any of it,neutral
httptinyurlcomateltl  rocksteady pt ii,neutral
 woohooo very cool see i knew u would get to see her,positive
the  2009 convention  httptrimmlvw  doesnt look that great this year   going to vegas then sounds much more fun,neutral
  yes i blame you all,negative
and this picture of her with zack from saved by the bell  httptwitpiccom669lg,neutral
he cant fix it   i guess ill write until i get too bored then watch tv man this is lame,negative
wishes happy mothers day to all moms out there,positive
 potter are also in that category hehe 3 i love you too so much,positive
 did you google it too or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,neutral
 super excited just bought my tix to see hey monday on 620 again  svetlana j denverco,positive
 woop right am off to try to get 2 sleep haha its 2 hot  have a good nightt x,neutral
_guy me neither  but itãââ½s getting better,positive
 try fireflight first female fronted metal is awesome    unbreakable album would be a good start,positive
hows that possible no rain forecast for pinkpop and i have no ticket,neutral
 im not sure about this tweet business  why are the simple things so difficult,negative
 june 15 1995 chino hills ca the 1 day it rained n june in socalwe had an outside grad had 2 move it 2 the gym,neutral
with  walking the streets of harlem home sweet home,positive
rod stewarts new song,neutral
 just like to clarify that i am a unable to acc review vibrators as have not testrun any not an invitaiton for freebies,negative
momma martini went food shopping without me,negative
  where i live all the small markets deliver their dayold bread to the food bank but times are really tough even for me,negative
good morning its friday and the start of my work week  but lakers are going to take the 4th w tonight woohoo go lakers,positive
really tired and have to work the whole day tomorrow the thought of it depresses me  uncoooool,negative
 once james cameron touches something and revolutionizes it someone else comes along and  it up,negative
 i kno im so sad evry1 is leavin its horrible im supposed to b happy for summer but i cant ima miss evry1,negative
nachos and the tudors i think so,neutral
 good morning dan its my bday and i plan on getting some exercise too today  love ya see you in nyc,positive
just found out a friend and his son fell down a 25ft shaft onto concrete today they are alive at least dont know much else,neutral
is tired and sad,negative
theyre gone,negative
  whats all your fault,neutral
 httptwitpiccom67swx  i wish i was calling you but i cant from malta,positive
have hardly worked out in the last two weeks but am losing weight  fear im losing muscle  just made doc appt for injured foot,negative
 will u say shoutout to nikki please   soulja boy tell em live live  httpustream2uhs,positive
 i hide my berry like a slave regularly only today i was caught by massa    im def not light enough to be a juice pouring slave,neutral
won a diamond for my compãââ½tition   yaayy tomorow its the diamond dance off  were the best   still in montrãââ½al ,positive
sitting here waiting to go to the gymalmost left then realized i never charged my ipod from my trip to wisconsinits dead,neutral
 fighter  christina aguilera love that song,positive
warmed up nicely outside  sucks being stuck inside coding,neutral
httptwitpiccom4wu0a  sunny day at vivocity yupz just showered runs into airconditioned mall,neutral
 i know its against the law i am a rebel in small things,positive
 thanks to tweetstats i confirmed what i long suspected twitter is keeping me up way too late  ht httptwurlnloaerf4,positive
 babylove em homenagem ao baby d,positive
wont be going to the oxford internet institute sunner doctoral programme in brisbane lack of funding,negative
i dont saw the movie,neutral
 all ur pic its so nice  look so cuteoh,positive
watching a film recovering from my operation,positive
my day on the computer is about to end dang i hate not being allowed on the computer,negative
im going to kill myself t_t  i wasted hundreds of download and realised i got the wrong one,negative
guys follow  for the rx twitterwar dd go ginoooo,neutral
school is going to be absolutely horrible today peace out 09,negative
 httptwitpiccom4wh5x  lucky im so jealous even though i dont like her that much,negative
 sadface,negative
i get the feeling  is going to make me wait until i get home to tell me im denied vittles from bww,neutral
_hand oops i completely forgot,negative
 no problem at least look on the floor we wont see the banana skin in our brains  i step on it once almost got killed,neutral
dam i missed hollyoaks 2nite,negative
 theres relisting fees when you dont complete a sale  that sucks,negative
   _coach   imho this soft is the best to keep the chaos straight   httpbitlyyufil,positive
 i was being childish lol cos one of them said that pic of jake in down to earth made them vomit,neutral
 err i think theyre like 15 bucks a ticket cause its 3d too too expensive,negative
 aww stanley have you still got him they can live for like 20 years right  x,neutral
 httptwitpiccom4u5h8  leon looks supa fly on that mini couch,positive
_carter hey brian littrell is there he doesnt really like this kinda pages rigth  kisses i loev you guys,positive
 did you go to uga if so i liked you better before i knew ha,positive
is having trouble breathing through the painand now i have a  fever   ,negative
im feel deflated ugh no more dog,negative
_grant  hey donna lovely to see you on twitter,positive
  read something happy,positive
good morning from rsa twitterverse please send me some happy vibes  cheerfulness today im feeling a little sad,neutral
clonecloud actually its distant processor provisioning  like the idea httpbitlyb9v90,neutral
well that is nice  loving the new friends organiser too,positive
 it is a recession,neutral
 i reeeally wish i could be there  havent been n a whilewhats goin on down there lately,positive
 can i also have a swirly flat white,neutral
i should have posted this for the world pinhole day   i love this picture httptwitpiccom4jb4d,positive
 oh poor you  atleast get paid for staying back or,neutral
 ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala i love that songggggg ps  i got lost in morrisons,neutral
 you look sooooo pretty love dang i wish i was in ny so i could c u do ur thang,positive
 lmao yep,neutral
aaaaaaaa i hate  winshit,negative
ugh i hate not having my car i miss you my little ford focus,negative
to every mom mommy and mother happy mothers day   hope you all do something special and fun today,positive
i have to go to work,neutral
is soo in love with beyonces song smash into you,positive
did it  back in pakistan  httpbkitecom07kbp,neutral
 me too  what are you doing,neutral
huge headachegoodnight,neutral
 that sucks,negative
 thats what she said,neutral
had a good time out  now i must sleep lol gym  dance rehearsals in like 5 hours,positive
the trip was really great but i cant belive summers here,neutral
  halla doing ok got a cold but trying to ignore it  how about you,neutral
tweeting from ally court for the last time its a sad sad moment,negative
_iddon blerrrrrrrrrrgh im too hot and all sticky,negative
having my dinner eating bangus  its a fish,neutral
i feel very ill i think im dehydrated,negative
biology final today then home to prepare for psychology,neutral
i think steph will enjoy her first mothers day tomorrow,positive
just got home from school doing assignments,neutral
